zh          1.37275E-06   2.19259E-06   3.50158E-06   5.59091E-06   8.92514E-06   1.42455E-05   2.27348E-05   3.62802E-05   5.78922E-05   9.23738E-05   1.47387E-04   2.35154E-04   3.75168E-04   5.98520E-04   9.54795E-04   1.52306E-03   2.42938E-03   3.87476E-03   6.17960E-03   9.85462E-03   1.57138E-02   2.50546E-02   3.99453E-02   6.36846E-02   1.01540E-01   1.61939E-01   2.58419E-01   4.12862E-01   6.60980E-01   1.06185E+00   1.71487E+00   2.79029E+00   4.58482E+00   7.62171E+00   1.28287E+01   2.18463E+01   3.75471E+01   6.48816E+01   1.12211E+02   1.93326E+02   3.30377E+02
            3.81035E-05   3.45690E-05   3.11443E-05   2.78699E-05   2.47858E-05   2.19436E-05   1.94143E-05   1.72932E-05   1.57041E-05   1.48047E-05   1.47923E-05   1.59141E-05   1.84790E-05   2.28761E-05   2.95998E-05   3.92847E-05   5.27571E-05   7.11101E-05   9.58171E-05   1.28906E-04   1.73237E-04   2.32955E-04   3.14250E-04   4.26643E-04   5.85137E-04   8.13668E-04   1.15013E-03   1.65259E-03   2.40503E-03   3.51885E-03   5.12542E-03   7.35601E-03   1.03106E-02   1.40247E-02   1.84511E-02   2.34709E-02   2.89444E-02   3.47906E-02   4.10710E-02   4.80447E-02   5.61633E-02
            3.56055E-05   3.23027E-05   2.91026E-05   2.60429E-05   2.31610E-05   2.05052E-05   1.81419E-05   1.61600E-05   1.46756E-05   1.38357E-05   1.38255E-05   1.48758E-05   1.72763E-05   2.13916E-05   2.76852E-05   3.67530E-05   4.93716E-05   6.65701E-05   8.97378E-05   1.20791E-04   1.62441E-04   2.18634E-04   2.95295E-04   4.01621E-04   5.52274E-04   7.70985E-04   1.09593E-03   1.58656E-03   2.33012E-03   3.44380E-03   5.06705E-03   7.33979E-03   1.03679E-02   1.41857E-02   1.87344E-02   2.38736E-02   2.94355E-02   3.53123E-02   4.15487E-02   4.84022E-02   5.63395E-02

zvh         1.48865E-13   2.00395E-13   2.66730E-13   3.51330E-13   4.59430E-13   6.01728E-13   8.05833E-13   1.15025E-12   1.86190E-12   3.58829E-12   8.13761E-12   2.04442E-11   5.36756E-11   1.42237E-10   3.74278E-10   9.71587E-10   2.48291E-09   6.24518E-09   1.54698E-08   3.77722E-08   9.10028E-08   2.16584E-07   5.09847E-07   1.18891E-06   2.75137E-06   6.33314E-06   1.45376E-05   3.33684E-05   7.67567E-05   1.77124E-04   4.09715E-04   9.47425E-04   2.18083E-03   4.97238E-03   1.11764E-02   2.46667E-02   5.32978E-02   1.12526E-01   2.31856E-01   4.65889E-01   9.12366E-01
            1.48759E-13   2.00251E-13   2.66535E-13   3.51071E-13   4.59086E-13   6.01266E-13   8.05181E-13   1.14921E-12   1.85990E-12   3.58353E-12   8.12459E-12   2.04062E-11   5.35626E-11   1.41901E-10   3.73290E-10   9.68706E-10   2.47460E-09   6.22148E-09   1.54028E-08   3.75847E-08   9.04840E-08   2.15169E-07   5.06064E-07   1.17909E-06   2.72699E-06   6.27656E-06   1.44199E-05   3.31690E-05   7.65743E-05   1.77578E-04   4.13111E-04   9.60653E-04   2.22162E-03   5.08106E-03   1.14345E-02   2.52201E-02   5.43722E-02   1.14404E-01   2.34759E-01   4.69655E-01   9.15806E-01
            1.48621E-13   2.00065E-13   2.66286E-13   3.50740E-13   4.58648E-13   6.00679E-13   8.04359E-13   1.14793E-12   1.85750E-12   3.57805E-12   8.11006E-12   2.03648E-11   5.34416E-11   1.41546E-10   3.72255E-10   9.65717E-10   2.46604E-09   6.19713E-09   1.53342E-08   3.73924E-08   8.99503E-08   2.13705E-07   5.02117E-07   1.16874E-06   2.70096E-06   6.21533E-06   1.42904E-05   3.29441E-05   7.63493E-05   1.77999E-04   4.16620E-04   9.74573E-04   2.26474E-03   5.19580E-03   1.17058E-02   2.57974E-02   5.54826E-02   1.16322E-01   2.37673E-01   4.73337E-01   9.18946E-01
            1.48461E-13   1.99849E-13   2.65998E-13   3.50358E-13   4.58145E-13   6.00010E-13   8.03431E-13   1.14650E-12   1.85490E-12   3.57224E-12   8.09491E-12   2.03221E-11   5.33175E-11   1.41185E-10   3.71208E-10   9.62706E-10   2.45745E-09   6.17279E-09   1.52656E-08   3.72002E-08   8.94148E-08   2.12226E-07   4.98097E-07   1.15807E-06   2.67381E-06   6.15055E-06   1.41513E-05   3.26977E-05   7.60893E-05   1.78403E-04   4.20289E-04   9.89329E-04   2.31064E-03   5.31792E-03   1.19937E-02   2.64077E-02   5.66497E-02   1.18324E-01   2.40693E-01   4.77118E-01   9.22130E-01
            1.48274E-13   1.99597E-13   2.65662E-13   3.49914E-13   4.57562E-13   5.99237E-13   8.02370E-13   1.14490E-12   1.85205E-12   3.56604E-12   8.07910E-12   2.02782E-11   5.31918E-11   1.40822E-10   3.70166E-10   9.59729E-10   2.44900E-09   6.14893E-09   1.51985E-08   3.70121E-08   8.88891E-08   2.10766E-07   4.94090E-07   1.14732E-06   2.64607E-06   6.08343E-06   1.40052E-05   3.24349E-05   7.58045E-05   1.78814E-04   4.24181E-04   1.00511E-03   2.35989E-03   5.44906E-03   1.23027E-02   2.70616E-02   5.78981E-02   1.20464E-01   2.43924E-01   4.81199E-01   9.25717E-01
            1.48071E-13   1.99322E-13   2.65294E-13   3.49427E-13   4.56920E-13   5.98387E-13   8.01205E-13   1.14317E-12   1.84902E-12   3.55959E-12   8.06297E-12   2.02341E-11   5.30666E-11   1.40464E-10   3.69144E-10   9.56829E-10   2.44082E-09   6.12593E-09   1.51340E-08   3.68313E-08   8.83829E-08   2.09353E-07   4.90176E-07   1.13670E-06   2.61829E-06   6.01528E-06   1.38549E-05   3.21616E-05   7.55076E-05   1.79262E-04   4.28377E-04   1.02216E-03   2.41320E-03   5.59120E-03   1.26379E-02   2.77716E-02   5.92558E-02   1.22800E-01   2.47482E-01   4.85796E-01   9.30082E-01
            1.47857E-13   1.99034E-13   2.64912E-13   3.48924E-13   4.56260E-13   5.97517E-13   8.00019E-13   1.14140E-12   1.84595E-12   3.55308E-12   8.04681E-12   2.01901E-11   5.29430E-11   1.40113E-10   3.68150E-10   9.54032E-10   2.43298E-09   6.10403E-09   1.50728E-08   3.66603E-08   8.79038E-08   2.08009E-07   4.86424E-07   1.12639E-06   2.59099E-06   5.94739E-06   1.37034E-05   3.18848E-05   7.52141E-05   1.79785E-04   4.32980E-04   1.04078E-03   2.47143E-03   5.74668E-03   1.30053E-02   2.85520E-02   6.07547E-02   1.25398E-01   2.51496E-01   4.91143E-01   9.35625E-01
            1.47620E-13   1.98713E-13   2.64482E-13   3.48355E-13   4.55513E-13   5.96532E-13   7.98684E-13   1.13945E-12   1.84266E-12   3.54635E-12   8.03054E-12   2.01467E-11   5.28221E-11   1.39773E-10   3.67195E-10   9.51363E-10   2.42555E-09   6.08342E-09   1.50156E-08   3.65009E-08   8.74569E-08   2.06751E-07   4.82888E-07   1.11658E-06   2.56464E-06   5.88101E-06   1.35538E-05   3.16118E-05   7.49415E-05   1.80427E-04   4.38111E-04   1.06130E-03   2.53556E-03   5.91822E-03   1.34118E-02   2.94192E-02   6.24305E-02   1.28331E-01   2.56107E-01   4.97491E-01   9.42773E-01
            1.47378E-13   1.98389E-13   2.64051E-13   3.47788E-13   4.54771E-13   5.95556E-13   7.97364E-13   1.13752E-12   1.83938E-12   3.53965E-12   8.01435E-12   2.01037E-11   5.27034E-11   1.39442E-10   3.66273E-10   9.48811E-10   2.41852E-09   6.06409E-09   1.49623E-08   3.63534E-08   8.70451E-08   2.05591E-07   4.79606E-07   1.10738E-06   2.53963E-06   5.81728E-06   1.34092E-05   3.13500E-05   7.47085E-05   1.81237E-04   4.43909E-04   1.08415E-03   2.60676E-03   6.10892E-03   1.38653E-02   3.03913E-02   6.43231E-02   1.31681E-01   2.61468E-01   5.05115E-01   9.51988E-01
            1.47119E-13   1.98039E-13   2.63584E-13   3.47172E-13   4.53964E-13   5.94497E-13   7.95938E-13   1.13546E-12   1.83596E-12   3.53280E-12   7.99815E-12   2.00613E-11   5.25875E-11   1.39122E-10   3.65390E-10   9.46388E-10   2.41191E-09   6.04608E-09   1.49132E-08   3.62183E-08   8.66696E-08   2.04534E-07   4.76605E-07   1.09889E-06   2.51630E-06   5.75717E-06   1.32723E-05   3.11067E-05   7.45345E-05   1.82269E-04   4.50530E-04   1.10976E-03   2.68631E-03   6.32227E-03   1.43744E-02   3.14890E-02   6.64768E-02   1.35537E-01   2.67748E-01   5.14317E-01   9.63769E-01
            1.46848E-13   1.97674E-13   2.63097E-13   3.46529E-13   4.53122E-13   5.93390E-13   7.94447E-13   1.13331E-12   1.83240E-12   3.52574E-12   7.98168E-12   2.00188E-11   5.24729E-11   1.38809E-10   3.64537E-10   9.44073E-10   2.40567E-09   6.02927E-09   1.48678E-08   3.60950E-08   8.63297E-08   2.03581E-07   4.73894E-07   1.09117E-06   2.49486E-06   5.70144E-06   1.31453E-05   3.08888E-05   7.44388E-05   1.83578E-04   4.58139E-04   1.13864E-03   2.77565E-03   6.56215E-03   1.49490E-02   3.27348E-02   6.89408E-02   1.39998E-01   2.75134E-01   5.25425E-01   9.78665E-01

dzvh        7.41723E-04   7.60643E-04   7.70774E-04   7.76560E-04   7.91417E-04   8.48679E-04   1.02626E-03   1.50089E-03   2.66382E-03   5.36132E-03   1.13820E-02   2.44230E-02   5.19673E-02   1.08869E-01   2.24093E-01   4.53201E-01   9.01207E-01   1.76392E+00   3.40206E+00   6.47312E+00   1.21650E+01   2.26105E+01   4.16266E+01   7.60529E+01   1.38219E+02   2.50579E+02   4.54505E+02   8.26888E+02   1.51077E+03   2.76968E+03   5.07899E+03   9.27077E+03   1.67489E+04   2.97888E+04   5.19303E+04   8.84598E+04   1.46960E+05   2.37861E+05   3.74844E+05   5.74828E+05   8.57082E+05
            7.41176E-04   7.60075E-04   7.70190E-04   7.75960E-04   7.90783E-04   8.47943E-04   1.02524E-03   1.49907E-03   2.65993E-03   5.35225E-03   1.13603E-02   2.43712E-02   5.18446E-02   1.08582E-01   2.23431E-01   4.51690E-01   8.97792E-01   1.75628E+00   3.38513E+00   6.43599E+00   1.20847E+01   2.24400E+01   4.12744E+01   7.53561E+01   1.36929E+02   2.48435E+02   4.51605E+02   8.24781E+02   1.51502E+03   2.79481E+03   5.15651E+03   9.45943E+03   1.71436E+04   3.05206E+04   5.31463E+04   9.02712E+04   1.49352E+05   2.40571E+05   3.77229E+05   5.75758E+05   8.54912E+05
            7.40479E-04   7.59355E-04   7.69453E-04   7.75204E-04   7.89984E-04   8.47023E-04   1.02398E-03   1.49691E-03   2.65549E-03   5.34221E-03   1.13368E-02   2.43158E-02   5.17151E-02   1.08283E-01   2.22744E-01   4.50132E-01   8.94288E-01   1.74846E+00   3.36778E+00   6.39783E+00   1.20017E+01   2.22622E+01   4.09034E+01   7.46124E+01   1.35531E+02   2.46073E+02   4.48324E+02   8.22164E+02   1.51896E+03   2.82085E+03   5.23833E+03   9.65939E+03   1.75612E+04   3.12906E+04   5.44148E+04   9.21390E+04   1.51781E+05   2.43259E+05   3.79489E+05   5.76424E+05   8.52330E+05
            7.39679E-04   7.58528E-04   7.68607E-04   7.74340E-04   7.89081E-04   8.46001E-04   1.02261E-03   1.49462E-03   2.65085E-03   5.33178E-03   1.13125E-02   2.42590E-02   5.15832E-02   1.07979E-01   2.22053E-01   4.48571E-01   8.90786E-01   1.74065E+00   3.35045E+00   6.35961E+00   1.19180E+01   2.20814E+01   4.05216E+01   7.38366E+01   1.34051E+02   2.43529E+02   4.44714E+02   8.19111E+02   1.52271E+03   2.84808E+03   5.32520E+03   9.87262E+03   1.80064E+04   3.21088E+04   5.57555E+04   9.40993E+04   1.54307E+05   2.46025E+05   3.81775E+05   5.77040E+05   8.49624E+05
            7.38741E-04   7.57565E-04   7.67629E-04   7.73348E-04   7.88051E-04   8.44848E-04   1.02110E-03   1.49215E-03   2.64595E-03   5.32098E-03   1.12877E-02   2.42015E-02   5.14509E-02   1.07677E-01   2.21369E-01   4.47035E-01   8.87357E-01   1.73302E+00   3.33352E+00   6.32214E+00   1.18355E+01   2.19015E+01   4.01371E+01   7.30441E+01   1.32516E+02   2.40848E+02   4.40842E+02   8.15722E+02   1.52647E+03   2.87690E+03   5.41813E+03   1.01016E+04   1.84849E+04   3.29873E+04   5.71921E+04   9.61944E+04   1.57002E+05   2.48979E+05   3.84248E+05   5.77828E+05   8.47078E+05
            7.37717E-04   7.56507E-04   7.66546E-04   7.72244E-04   7.86906E-04   8.43580E-04   1.01947E-03   1.48955E-03   2.64091E-03   5.31003E-03   1.12628E-02   2.41444E-02   5.13202E-02   1.07381E-01   2.20704E-01   4.45549E-01   8.84051E-01   1.72568E+00   3.31727E+00   6.28611E+00   1.17557E+01   2.17260E+01   3.97575E+01   7.22508E+01   1.30956E+02   2.38082E+02   4.36790E+02   8.12132E+02   1.53045E+03   2.90784E+03   5.51838E+03   1.03494E+04   1.90036E+04   3.39407E+04   5.87521E+04   9.84728E+04   1.59945E+05   2.52242E+05   3.87080E+05   5.79014E+05   8.44973E+05
            7.36654E-04   7.55418E-04   7.65443E-04   7.71129E-04   7.85756E-04   8.42306E-04   1.01783E-03   1.48693E-03   2.63584E-03   5.29905E-03   1.12380E-02   2.40879E-02   5.11921E-02   1.07093E-01   2.20061E-01   4.44125E-01   8.80906E-01   1.71874E+00   3.30192E+00   6.25207E+00   1.16800E+01   2.15582E+01   3.93901E+01   7.14717E+01   1.29400E+02   2.35285E+02   4.32654E+02   8.08501E+02   1.53498E+03   2.94155E+03   5.62753E+03   1.06198E+04   1.95709E+04   3.49855E+04   6.04670E+04   1.00989E+05   1.63225E+05   2.55945E+05   3.90454E+05   5.80839E+05   8.43599E+05
            7.35453E-04   7.54180E-04   7.64182E-04   7.69851E-04   7.84441E-04   8.40873E-04   1.01604E-03   1.48419E-03   2.63070E-03   5.28814E-03   1.12136E-02   2.40328E-02   5.10681E-02   1.06816E-01   2.19448E-01   4.42776E-01   8.77947E-01   1.71225E+00   3.28761E+00   6.22037E+00   1.16094E+01   2.14003E+01   3.90407E+01   7.07202E+01   1.27877E+02   2.32512E+02   4.28535E+02   8.05017E+02   1.54042E+03   2.97883E+03   5.74744E+03   1.09170E+04   2.01961E+04   3.61412E+04   6.23726E+04   1.03806E+05   1.66938E+05   2.60232E+05   3.94569E+05   5.83554E+05   8.43256E+05
            7.34257E-04   7.52955E-04   7.62941E-04   7.68598E-04   7.83155E-04   8.39467E-04   1.01427E-03   1.48145E-03   2.62555E-03   5.27725E-03   1.11895E-02   2.39786E-02   5.09472E-02   1.06549E-01   2.18862E-01   4.41499E-01   8.75171E-01   1.70621E+00   3.27440E+00   6.19120E+00   1.15443E+01   2.12542E+01   3.87140E+01   7.00079E+01   1.26413E+02   2.29818E+02   4.24539E+02   8.01884E+02   1.54718E+03   3.02062E+03   5.88030E+03   1.12462E+04   2.08902E+04   3.74296E+04   6.45093E+04   1.06990E+05   1.71192E+05   2.65262E+05   3.99638E+05   5.87431E+05   8.44264E+05
            7.32957E-04   7.51619E-04   7.61585E-04   7.67229E-04   7.81756E-04   8.37956E-04   1.01241E-03   1.47865E-03   2.62038E-03   5.26645E-03   1.11657E-02   2.39258E-02   5.08304E-02   1.06293E-01   2.18305E-01   4.40297E-01   8.72584E-01   1.70063E+00   3.26230E+00   6.16464E+00   1.14852E+01   2.11209E+01   3.84132E+01   6.93439E+01   1.25030E+02   2.27252E+02   4.20769E+02   7.99312E+02   1.55571E+03   3.06795E+03   6.02857E+03   1.16129E+04   2.16654E+04   3.88750E+04   6.69220E+04   1.10618E+05   1.76107E+05   2.71205E+05   4.05894E+05   5.92763E+05   8.46966E+05
            7.31597E-04   7.50223E-04   7.60168E-04   7.65798E-04   7.80292E-04   8.36370E-04   1.01046E-03   1.47572E-03   2.61505E-03   5.25549E-03   1.11420E-02   2.38737E-02   5.07162E-02   1.06045E-01   2.17773E-01   4.39162E-01   8.70171E-01   1.69549E+00   3.25127E+00   6.14063E+00   1.14319E+01   2.10008E+01   3.81403E+01   6.87346E+01   1.23746E+02   2.24857E+02   4.17320E+02   7.97511E+02   1.56650E+03   3.12196E+03   6.19496E+03   1.20235E+04   2.25354E+04   4.05048E+04   6.96606E+04   1.14775E+05   1.81813E+05   2.78252E+05   4.13591E+05   5.99870E+05   8.51737E+05

